text,language
N'ad tel vassal d'ici qu en Orient.,Old French
"Mult par est proz Oliver, sis cumpainz;",Old French
"Li .XII. per, que Carles aimet tant,",Old French
"Funt les enguardes a .XX. milie de Francs,",Old French
"Soürs est Carlles, ne (cre) crent hume vivant.» aoi.",Old French
XLIII,Old French
"– «Bel sire Guenes» dist marsilies li reis,",Old French
"«Jo ai tel gent, plus bele ne verreiz;",Old French
f.rQuarte cenz milie chevalers puis aveir.,Old French
Puis m'en cumbatre a Carlles e a Franceis?»,Old French
Guenes respunt: «Ne vus a ceste feiz!,Old French
De voz paiens mult grant perte i avreiz.,Old French
"Lessez (la) folie, tenez vos al saveir.",Old French
"L'empereür tant li dunez aveir,",Old French
N'i ait Franceis ki tot ne s'en merveilt.,Old French
Par .XX. hostages que li enveiereiz,Old French
En dulce France s'en repairerat li reis;,Old French
Sa rereguarde lerrat derere sei:,Old French
"Iert i sis nies, li quens Rollant, (...) ço crei,",Old French
"E Oliver, li proz e li curteis.",Old French
"Mort sunt li cunte, se est ki mei en creit.",Old French
Carlles verrat sun grant orguill cadeir;,Old French
"N'avrat talent, que ja mais vus guerreit.» aoi.",Old French
XLIV,Old French
"– «Bel sire Guenes,» ço dist li reis Marsilies,",Old French
«Cum faitement purrai Rollant ocire?»,Old French
Guenes respont: «Ço vos sai jo ben dire.,Old French
Li reis serat as meillors porz de Sizer;,Old French
Sa rereguarde avrat detres sei mise;,Old French
"Iert i sis nies, li quens Rollant, li riches,",Old French
"E Oliver, en qui il tant se fiet;",Old French
.XX. milie Francs unt en lur cumpaignie.,Old French
De voz paiens lur enveiez .C. milie:,Old French
Une bataille lur i rendent cil primes;,Old French
La gent de France iert blecee e blesmie;,Old French
"Nel di por ço, des voz iert la martirie.",Old French
Altre bataille lur livrez de meïsme:,Old French
De quel que seit Rollant n'estuertrat mie.,Old French
f.vDunc avrez faite gente chevalerie;,Old French
N'avrez mais guere en tute vostre vie.» aoi.,Old French
XLV,Old French
"– «Chi purreit faire, que Rollant i fust mort,",Old French
"Dunc perdreit Carles le destre braz del cors,",Old French
Si remeindreient les merveilluses óz;,Old French
N'asemblereit jamais Carles si grant esforz;,Old French
Tere Major remeindreit en repos.»,Old French
"Quan l'ot Marsilie, si l'ad baiset el col,",Old French
Puis si cumencet a venir ses tresors. aoi.,Old French
XLVI,Old French
Ço dist Marsilies: «Qu'en parlereient il plus?,Old French
Cunseill n'est proz dunt hume n'est sevus.,Old French
La traïsun me jurrez de Rollant si illi est.»,Old French
Ço respunt Guenes: «Issi seit cum vos plaist!»,Old French
"Sur les reliques de s'espee Murgleis,",Old French
"La traïsun jurat, e si s'en est forsfait. aoi.",Old French
XLVII,Old French
Un faldestoed i out d'un olifant;,Old French
Marsilies fait porter un livre avant:,Old French
La lei i fut Mahum e Tervagan.,Old French
Ço ad juret li Sarrazins espans:,Old French
"Se en rereguarde troevet le cors Rollant,",Old French
"Cumbatrat sei a trestute sa gent,",Old French
"E, se il poet, murrat i veirement.",Old French
Guenes respunt: «Ben seit vostre comant!» aoi.,Old French
XLVIII,Old French
"A tant i vint uns paiens, Valdabruns:",Old French
Icil en vait al rei Marsiliun;,Old French
Cler en riant l'ad dit a Guenelun:,Old French
"«Tenez m'espee, meillur n'en at nuls hom;",Old French
Entre les helz ad plus de mil manguns.,Old French
"f.rPar amistiez, bel sire, la vos duins,",Old French
"Que (v)nos aidez de Rollant le barun,",Old French
Qu'en rereguarde trover le poüsum.»,Old French
"– «Ben serat fait,» li quens Guenes respunt.",Old French
Puis se baiserent es vis e es mentuns.,Old French
XLIX,Old French
"Apres i vint un paien, Climorins.",Old French
Cler en riant a Guenelun l'ad dit:,Old French
"«Tenez mun helme, unches meillor ne vi.",Old French
"Si nos aidez de Rollant li marchis,",Old French
Par quel mesure le poüssum hunir.»,Old French
"– «Ben serat fait,» Guenes respundit.",Old French
Puis se baiserent es buches e es vis. aoi.,Old French
Louis le Germanique:,Old French
"Pro deo amur et pro christian poblo et nostro commun salvament,",Old French
"d'ist di in avant,",Old French
"in quant deus savir et podir me dunat,",Old French
"si salvarai eo cist meon fradre Karlo et in aiudha et in cadhuna cosa,",Old French
"si cum om per dreit son fradra salvar dist,",Old French
"in o quid il mi altresi fazet,",Old French
"et ab Ludher nul plaid nunquam prindrai,",Old French
qui meon vol cist meon fradre Karle in damno sit.,Old French
Les soldats de Charles le Chauve:,Old French
"Si Lodhuvigs sagrament,",Old French
"que son fradre Karlo iurat,",Old French
"conservat,",Old French
"et Karlus meos sendra de suo part non lo tanit,",Old French
si io returnar non l'int pois:,Old French
"ne io ne neuls,",Old French
"cui eo returnar int pois,",Old French
in nulla aiudha contra Lodhuvig nun li iu er.,Old French
Les textes romans et germaniques dans leur contexte latin:,Old French
"Lodhuvicus,",Old French
"quoniam maior natu erat,",Old French
prior haec deinde se servaturum testatus est:,Old French
"«Pro deo amur et pro christian poblo et nostro commun salvament,",Old French
"d'ist di in avant,",Old French
"in quant deus savir et podir me dunat,",Old French
"si salvarai eo cist meon fradre Karlo et in aiudha et in cadhuna cosa,",Old French
"si cum om per dreit son fradra salvar dist,",Old French
"in o quid il mi altresi fazet,",Old French
"et ab Ludher nul plaid nunquam prindrai,",Old French
qui meon vol cist meon fradre Karle in damno sit.,Old French
»,Old French
"Quod cum Lodhuvicus explesset,",Old French
Karolus Teudisca lingua sic haec eadem verba testatus est:,Old French
"«In godes minna ind in thes christiânes folches ind unsêr bêdhero gehaltnissî,",Old French
"fon thesemo dage frammordes,",Old French
"sô fram sô mir got gewizci indi mahd furgibit,",Old French
"sô haldih thesan mînan bruodher,",Old French
"sôso man mit rehtu sînan bruodher scal,",Old French
"in thiu thaz er mig sô sama duo,",Old French
"indi mit Ludheren in nohheiniu thing ne gegango,",Old French
the mînan willon imo ce scadhen werdhên.,Old French
»,Old French
"Sacramentum autem,",Old French
"quod utrorumque populus quique propria lingua testatus est,",Old French
Romana lingua sic se habet:,Old French
"«Si Lodhuvigs sagrament,",Old French
"que son fradre Karlo iurat,",Old French
"conservat,",Old French
"et Karlus meos sendra de suo part non lo tanit,",Old French
si io returnar non l'int pois:,Old French
"ne io ne neuls,",Old French
"cui eo returnar int pois,",Old French
in nulla aiudha contra Lodhuvig nun li iu er.,Old French
»,Old French
Teudisca autem lingua:,Old French
"«Oba Karl then eid,",Old French
"then er sînemo bruodher Ludhuwîge gesuor,",Old French
"geleistit,",Old French
"indi Ludhuwîg mîn hêrro then er imo gesuor forbrihchit,",Old French
ob ih inan es irwenden ne mag:,Old French
"noh ih noh thero nohhein,",Old French
"then ih es irwenden mag,",Old French
widhar Karlo imo ce follusti ne wirdlõit.,Old French
»,Old French
Quibus peractis Lodhuwicus Reno tenus per Spiram et Karolus iuxta Vuasagum per Vuîzzûnburg Vuarmatiam iter direxit.,Old French
La Cantilène,Old French
de Sainte Eulalia,Old French
Buona pulcella fut Eulalia:,Old French
"Bel auret corps, bellezour anima.",Old French
Uoldrent la ueintre li d(e)o inimi;,Old French
Uoldrent la faire diaule seruir.,Old French
Elle no(')nt eskoltet les mals conselliers,Old French
"Qu(')elle d(e)o raneiet chi maent sus en ciel,",Old French
"Ne por or ned argent ne paramenz,",Old French
Por manatce regiel ne preiement;,Old French
Niule cose non la pouret omq(ue) pleier,Old French
La polle sempre n(on) amast lo d(e)o menestier.,Old French
"Et por( )o fut p(re)sentede maximiien,",Old French
Chi rex eret a cels dis soure pagiens.,Old French
Il( )li enortet - dont lei nonq(ue) chielt -,Old French
Qued elle fuiet lo nom xr(ist)iien.,Old French
Ell(' )ent adunet lo suon element:,Old French
Melz sostendreiet les empedementz,Old French
Qu(')elle p(er)desse sa uirginitet.,Old French
Por( )os furet morte a grand honestet.,Old French
"Enz enl fou lo getterent, com arde tost:",Old French
"Elle colpes n(on) auret, por( )o nos coist.",Old French
Aczo nos uoldret concreidre li rex pagiens;,Old French
Ad une spede li roueret tolir lo chief.,Old French
La domnizelle celle kose n(on) contredist:,Old French
Uolt lo seule lazsier si ruouet krist.,Old French
In figure de colomb uolat a ciel.,Old French
Tuit oram que por nos degnet preier,Old French
Qued auuiset de nos xr(istu)s mercit,Old French
Post la mort & a lui nos laist uenir,Old French
Par souue clementia.,Old French
La Vie de Saint Léger,Old French
La Vie de Saint Léger,Old French
I,Old French
"Domine Deu devemps lauder,",Old French
Et a sos sancz honor porter.,Old French
"In su' amor cantomps dels sanz,",Old French
Qu por lui augrent granz aanz;,Old French
Et or es temps et si est biens,Old French
Qu nos cantumps de sant Lethgier.,Old French
II,Old French
Primes didrai vos dels honors,Old French
Qu il awret ab duos seniors;,Old French
Aprés ditrai vos dels aanz,Old French
"Que li suos corps susting si granz,",Old French
"Et Ewruïns, cil Deu mentiz,",Old French
Que lui a grant torment occist.,Old French
III,Old French
"Quant infans fud, donc a ciels temps,",Old French
"Al rei lo duistrent soi parent,",Old French
"Qui donc regnevet a ciel di,",Old French
"Cio fud Lothiers, fils Baldequi.",Old French
"Il l'enamat, Deu lo covit,",Old French
Rovat que letres apresist.,Old French
IV,Old French
"Didun, l'ebisque de Peitieus,",Old French
Lui·l comandat ciel reis Lothiers.,Old French
"Il lo reciut, tam ben en fist",Old French
"Ab u magistre sempre·l mist,",Old French
Qui llo doist bien de ciel savier,Old French
Don Deu serviet por bona fied.,Old French
V,Old French
"Et cum il l'aut doit de ciel art,",Old French
Rende·l qui lui lo comandat.,Old French
"Il lo reciu, bien lo nodrit;",Old French
Cio fud lonx tiemps ob se lo·s ting.,Old French
"Deus l'exaltat cui el servid,",Old French
De sanct Maxenz abbas divint.,Old French
VI,Old French
Ne fud nuls om del son juvent,Old French
Qui mieldre fust donc a ciels tiemps;,Old French
"Perfectus fud in caritet,",Old French
"Fid aut il grand et veritiet,",Old French
Et in raizons bels oth sermons;,Old French
Humilitiet oth per trestoz.,Old French
VII,Old French
Cio sempre fud et ja si er,Old French
"Qui fai lo bien, laudaz en er;",Old French
"Et sanz Letgiers sempre fud bons,",Old French
Sempre fist bien o que el pod.,Old French
Davant lo rei en fud laudiez;,Old French
"Cum il l'audit, fu li'n amet.",Old French
VIII,Old French
"A se·l mandat et cio li dist,",Old French
"A curt fust, sempre lui servist.",Old French
"Il l'exaltat e l'onarat,",Old French
"Sa gratia li perdonat,",Old French
"Et hunc tam bien que il en fist,",Old French
De Hostedun evesque en fist.,Old French
IX,Old French
"Quandius visquet ciel reis Lothiers,",Old French
Bien honorez fud sancz Lethgiers.,Old French
"Il se fud morz, damz i fud granz.",Old French
"Cio controverent baron franc,",Old French
"Por cio que fud de bona fiet,",Old French
De Chielperig fesissent rei.,Old French
X,Old French
"Un compte i oth, pres en l'estrit;",Old French
Ciel eps num auret Evruï.,Old French
"Ne vol reciwre Chielperin,",Old French
Mais lo seu fredre Theoiri.,Old French
"Ne·l condignet nuls de sos piers,",Old French
Rei volunt fair' estre so gred.,Old French
XI,Old French
"Il lo presdrent tuit a conseil,",Old French
Estre so gret en fisdren rei;,Old French
"Et Ewruïns ott en gran dol,",Old French
Porro que ventre no·ls en poth.,Old French
"Por ciel tiel duol rova·s clergier,",Old French
Si s'en intrat in un monstier.,Old French
XII,Old French
Reis Chielperics tam bien en fist,Old French
De sanct Lethgier consilier fist.,Old French
"Quandius al suo consiel edrat,",Old French
"Incontra Deu ben s'i garda,",Old French
Lei consentit et observat,Old French
Et son regnét ben dominat.,Old French
XIII,Old French
"Ja fud tels om, Deu inimix,",Old French
Qui l'encusat ab Chielpering.,Old French
"L'ira fud granz cum de senior,",Old French
Et sancz Lethgiers oc s'ent pauor;,Old French
"Ja lo sot bien, il lo celat,",Old French
A nuil omne no·l demonstrat.,Old French
XIV,Old French
"Quant ciel' ir tels esdevent,",Old French
Paschas furent in eps cel di;,Old French
"Et sancz Lethgiers fist son mistier,",Old French
"Miss cantat, fist lo mul ben.",Old French
Pobl' et lo rei communïet,Old French
Et sens cumgiet si s'en ralet.,Old French
XV,Old French
"Reis Chielperics, cum il l'audit,",Old French
"Presdra sos meis, a lui·s tramist;",Old French
"Cio li mandat que revenist,",Old French
Sa gratia por tot ouist.,Old French
Et sancz Lethgiers ne·s soth mesfait;,Old French
"Cum vit les meis, a lui ralat.",Old French
XVI,Old French
Il cio li dist et adunat:,Old French
«Tos consiliers ja non estrai.,Old French
Meu' evesquet ne·m lez tener,Old French
Por te qui sempre·m vols aver.,Old French
"En u monstier me laisse intrer,",Old French
"Pos ci non posc, lai vol ester.»",Old French
XVII,Old French
"Enviz lo fist, non voluntiers,",Old French
Laisse l'intrar in u monstier.,Old French
Cio fud Lusos ut il intrat;,Old French
Clerj' Ewruï illo trovat.,Old French
"Cil Ewruïns molt li vol miel,",Old French
"Toth per enveia, non per el.",Old French
XVIII,Old French
"Et sancz Lethgiers fist so mistier,",Old French
Ewruï prist a castier:,Old French
"Ciel' ira grand et ciel corropt,",Old French
Cio li preia laissas lo toth.,Old French
"Fus li por Deu, ne·l fus por lui,",Old French
Cio li preia paias s'ab lui.,Old French
XIX,Old French
Et Ewruïns fist fincta pais;,Old French
Cio·l demonstrat que s'i paias.,Old French
"Quandius in ciel monstier instud,",Old French
Cio·l demonstrat amix li fust.,Old French
Mais en avant vos cio aurez,Old French
Cum ill edrat por mala fid.,Old French
XX,Old French
Rex Chielperings il se fud morz;,Old French
Per lo regnét lo sowrent tost.,Old French
"Vindrent parent e lor amic,",Old French
"Li sanct Lethgier, li Ewruï;",Old French
Cio confortent ad ambes duos,Old French
Que s'ent ralgent in lor honors.,Old French
XXI,Old French
"Et sancz Lethgiers den fistdra bien,",Old French
Qu s'en ralat en s'evesquet.,Old French
"Et Ewruïns den fisdra miel,",Old French
Qu donc deveng anatemaz.,Old French
Son quev que il a coronat,Old French
Toth lo laisera recimer.,Old French
XXII,Old French
Domine Deu in cio laissat,Old French
Et a dïable·s comandat.,Old French
"Qui donc fud miels et a lui vint,",Old French
Il voluntiers semper reciut.,Old French
"Cum fulc en aut grand adunat,",Old French
Lo regne prest a devastar.,Old French
XXIII,Old French
"A foc, a flamma vai ardant",Old French
Et a gladies percutan.,Old French
"Por quant il pot, tan fai de miel;",Old French
Por Deu ne·l volt il observer.,Old French
Ciel ne fud nez de medre vius,Old French
Qui tal exercite vidist.,Old French
XXIV,Old French
"Ad Ostedun, a cilla ciu,",Old French
Dom sanct Lethgier vai asalir.,Old French
Ne pot intrer en la ciutat;,Old French
"Defors l'asist, fist i gran miel,",Old French
"Et sancz Lethgiers mul en fud trists,",Old French
Por ciel tiel miel qu defors vid.,Old French
XXV,Old French
"Sos clerjes pres il revestiz,",Old French
Et ob ses croix fors s'en exit.,Old French
Porro'n exit vol li preier,Old French
Qu tot ciel miel laisses por Deu.,Old French
